Code,Title,Description,Source
4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,NAICS
42311,Automobile and Other Motor Vehicle Merchant Wholesalers,Automobile and Other Motor Vehicle Merchant Wholesalers,NAICS
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,Automobile and Other Motor Vehicle Merchant Wholesalers,NAICS
42312,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Motor Vehicle Supplies and New Parts Merchant Wholesalers,NAICS
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Motor Vehicle Supplies and New Parts Merchant Wholesalers,NAICS
42313,Tire and Tube Merchant Wholesalers,Tire and Tube Merchant Wholesalers,NAICS
423130,Tire and Tube Merchant Wholesalers,Tire and Tube Merchant Wholesalers,NAICS
42314,Motor Vehicle Parts (Used) Merchant Wholesalers,Motor Vehicle Parts (Used) Merchant Wholesalers,NAICS
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,Motor Vehicle Parts (Used) Merchant Wholesalers,NAICS
4232,Furniture and Home Furnishing Merchant Wholesalers,Furniture and Home Furnishing Merchant Wholesalers,NAICS
42321,Furniture Merchant Wholesalers,Furniture Merchant Wholesalers,NAICS
423210,Furniture Merchant Wholesalers,Furniture Merchant Wholesalers,NAICS
42322,Home Furnishing Merchant Wholesalers,Home Furnishing Merchant Wholesalers,NAICS
423220,Home Furnishing Merchant Wholesalers,Home Furnishing Merchant Wholesalers,NAICS
4233,Lumber and Other Construction Materials Merchant Wholesalers,Lumber and Other Construction Materials Merchant Wholesalers,NAICS
42331,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",NAICS
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",NAICS
42332,"Brick, Stone, and Related Construction Material Merchant Wholesalers","Brick, Stone, and Related Construction Material Merchant Wholesalers",NAICS
423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers","Brick, Stone, and Related Construction Material Merchant Wholesalers",NAICS
42333,"Roofing, Siding, and Insulation Material Merchant Wholesalers","Roofing, Siding, and Insulation Material Merchant Wholesalers",NAICS
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers","Roofing, Siding, and Insulation Material Merchant Wholesalers",NAICS
42339,Other Construction Material Merchant Wholesalers,Other Construction Material Merchant Wholesalers,NAICS
423390,Other Construction Material Merchant Wholesalers,Other Construction Material Merchant Wholesalers,NAICS
4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,Professional and Commercial Equipment and Supplies Merchant Wholesalers,NAICS
42341,Photographic Equipment and Supplies Merchant Wholesalers,Photographic Equipment and Supplies Merchant Wholesalers,NAICS
423410,Photographic Equipment and Supplies Merchant Wholesalers,Photographic Equipment and Supplies Merchant Wholesalers,NAICS
42342,Office Equipment Merchant Wholesalers,Office Equipment Merchant Wholesalers,NAICS
423420,Office Equipment Merchant Wholesalers,Office Equipment Merchant Wholesalers,NAICS
42343,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,NAICS
423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,NAICS
42344,Other Commercial Equipment Merchant Wholesalers,Other Commercial Equipment Merchant Wholesalers,NAICS
423440,Other Commercial Equipment Merchant Wholesalers,Other Commercial Equipment Merchant Wholesalers,NAICS
42345,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",NAICS
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",NAICS
42346,Ophthalmic Goods Merchant Wholesalers,Ophthalmic Goods Merchant Wholesalers,NAICS
423460,Ophthalmic Goods Merchant Wholesalers,Ophthalmic Goods Merchant Wholesalers,NAICS
42349,Other Professional Equipment and Supplies Merchant Wholesalers,Other Professional Equipment and Supplies Merchant Wholesalers,NAICS
423490,Other Professional Equipment and Supplies Merchant Wholesalers,Other Professional Equipment and Supplies Merchant Wholesalers,NAICS
4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,Metal and Mineral (except Petroleum) Merchant Wholesalers,NAICS
42351,Metal Service Centers and Other Metal Merchant Wholesalers,Metal Service Centers and Other Metal Merchant Wholesalers,NAICS
423510,Metal Service Centers and Other Metal Merchant Wholesalers,Metal Service Centers and Other Metal Merchant Wholesalers,NAICS
42352,Coal and Other Mineral and Ore Merchant Wholesalers,Coal and Other Mineral and Ore Merchant Wholesalers,NAICS
423520,Coal and Other Mineral and Ore Merchant Wholesalers,Coal and Other Mineral and Ore Merchant Wholesalers,NAICS
4236,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,NAICS
42361,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",NAICS
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",NAICS
42362,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers","Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",NAICS
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers","Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",NAICS
42369,Other Electronic Parts and Equipment Merchant Wholesalers,Other Electronic Parts and Equipment Merchant Wholesalers,NAICS
423690,Other Electronic Parts and Equipment Merchant Wholesalers,Other Electronic Parts and Equipment Merchant Wholesalers,NAICS
4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",NAICS
42371,Hardware Merchant Wholesalers,Hardware Merchant Wholesalers,NAICS
423710,Hardware Merchant Wholesalers,Hardware Merchant Wholesalers,NAICS
42372,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,NAICS
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,NAICS
42373,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,NAICS
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,NAICS
42374,Refrigeration Equipment and Supplies Merchant Wholesalers,Refrigeration Equipment and Supplies Merchant Wholesalers,NAICS
423740,Refrigeration Equipment and Supplies Merchant Wholesalers,Refrigeration Equipment and Supplies Merchant Wholesalers,NAICS
4238,"Machinery, Equipment, and Supplies Merchant Wholesalers","Machinery, Equipment, and Supplies Merchant Wholesalers",NAICS
42381,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,NAICS
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,NAICS
42382,Farm and Garden Machinery and Equipment Merchant Wholesalers,Farm and Garden Machinery and Equipment Merchant Wholesalers,NAICS
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,Farm and Garden Machinery and Equipment Merchant Wholesalers,NAICS
42383,Industrial Machinery and Equipment Merchant Wholesalers,Industrial Machinery and Equipment Merchant Wholesalers,NAICS
423830,Industrial Machinery and Equipment Merchant Wholesalers,Industrial Machinery and Equipment Merchant Wholesalers,NAICS
42384,Industrial Supplies Merchant Wholesalers,Industrial Supplies Merchant Wholesalers,NAICS
423840,Industrial Supplies Merchant Wholesalers,Industrial Supplies Merchant Wholesalers,NAICS
42385,Service Establishment Equipment and Supplies Merchant Wholesalers,Service Establishment Equipment and Supplies Merchant Wholesalers,NAICS
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,Service Establishment Equipment and Supplies Merchant Wholesalers,NAICS
42386,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,NAICS
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,NAICS
4239,Miscellaneous Durable Goods Merchant Wholesalers,Miscellaneous Durable Goods Merchant Wholesalers,NAICS
42391,Sporting and Recreational Goods and Supplies Merchant Wholesalers,Sporting and Recreational Goods and Supplies Merchant Wholesalers,NAICS
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,Sporting and Recreational Goods and Supplies Merchant Wholesalers,NAICS
42392,Toy and Hobby Goods and Supplies Merchant Wholesalers,Toy and Hobby Goods and Supplies Merchant Wholesalers,NAICS
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,Toy and Hobby Goods and Supplies Merchant Wholesalers,NAICS
42393,Recyclable Material Merchant Wholesalers,Recyclable Material Merchant Wholesalers,NAICS
423930,Recyclable Material Merchant Wholesalers,Recyclable Material Merchant Wholesalers,NAICS
42394,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers","Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",NAICS
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers","Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",NAICS
42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Other Miscellaneous Durable Goods Merchant Wholesalers,NAICS
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,Other Miscellaneous Durable Goods Merchant Wholesalers,NAICS
424,"Merchant Wholesalers, Nondurable Goods","Merchant Wholesalers, Nondurable Goods",NAICS
4241,Paper and Paper Product Merchant Wholesalers,Paper and Paper Product Merchant Wholesalers,NAICS
42411,Printing and Writing Paper Merchant Wholesalers,Printing and Writing Paper Merchant Wholesalers,NAICS
424110,Printing and Writing Paper Merchant Wholesalers,Printing and Writing Paper Merchant Wholesalers,NAICS
42412,Stationery and Office Supplies Merchant Wholesalers,Stationery and Office Supplies Merchant Wholesalers,NAICS
424120,Stationery and Office Supplies Merchant Wholesalers,Stationery and Office Supplies Merchant Wholesalers,NAICS
42413,Industrial and Personal Service Paper Merchant Wholesalers,Industrial and Personal Service Paper Merchant Wholesalers,NAICS
424130,Industrial and Personal Service Paper Merchant Wholesalers,Industrial and Personal Service Paper Merchant Wholesalers,NAICS
4242,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,NAICS
42421,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,NAICS
424210,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,NAICS
4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers","Apparel, Piece Goods, and Notions Merchant Wholesalers",NAICS
42431,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers","Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",NAICS
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers","Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",NAICS
42434,Footwear Merchant Wholesalers,Footwear Merchant Wholesalers,NAICS
424340,Footwear Merchant Wholesalers,Footwear Merchant Wholesalers,NAICS
42435,Clothing and Clothing Accessories Merchant Wholesalers,Clothing and Clothing Accessories Merchant Wholesalers,NAICS
424350,Clothing and Clothing Accessories Merchant Wholesalers,Clothing and Clothing Accessories Merchant Wholesalers,NAICS
4244,Grocery and Related Product Merchant Wholesalers,Grocery and Related Product Merchant Wholesalers,NAICS
42441,General Line Grocery Merchant Wholesalers,General Line Grocery Merchant Wholesalers,NAICS
424410,General Line Grocery Merchant Wholesalers,General Line Grocery Merchant Wholesalers,NAICS
42442,Packaged Frozen Food Merchant Wholesalers,Packaged Frozen Food Merchant Wholesalers,NAICS
424420,Packaged Frozen Food Merchant Wholesalers,Packaged Frozen Food Merchant Wholesalers,NAICS
42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,Dairy Product (except Dried or Canned) Merchant Wholesalers,NAICS
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,Dairy Product (except Dried or Canned) Merchant Wholesalers,NAICS
42444,Poultry and Poultry Product Merchant Wholesalers,Poultry and Poultry Product Merchant Wholesalers,NAICS
424440,Poultry and Poultry Product Merchant Wholesalers,Poultry and Poultry Product Merchant Wholesalers,NAICS
42445,Confectionery Merchant Wholesalers,Confectionery Merchant Wholesalers,NAICS
424450,Confectionery Merchant Wholesalers,Confectionery Merchant Wholesalers,NAICS
42446,Fish and Seafood Merchant Wholesalers,Fish and Seafood Merchant Wholesalers,NAICS
424460,Fish and Seafood Merchant Wholesalers,Fish and Seafood Merchant Wholesalers,NAICS
42447,Meat and Meat Product Merchant Wholesalers,Meat and Meat Product Merchant Wholesalers,NAICS
424470,Meat and Meat Product Merchant Wholesalers,Meat and Meat Product Merchant Wholesalers,NAICS
42448,Fresh Fruit and Vegetable Merchant Wholesalers,Fresh Fruit and Vegetable Merchant Wholesalers,NAICS
424480,Fresh Fruit and Vegetable Merchant Wholesalers,Fresh Fruit and Vegetable Merchant Wholesalers,NAICS
42449,Other Grocery and Related Products Merchant Wholesalers,Other Grocery and Related Products Merchant Wholesalers,NAICS
424490,Other Grocery and Related Products Merchant Wholesalers,Other Grocery and Related Products Merchant Wholesalers,NAICS
